country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
South Asia (IDA & IBRD),17.01183436,18.28442808,18.55635418,20.07945019,22.7484706,24.90723671,27.25269848,33.10864857,34.99475098,35.21560576,41.02874179,43.9053507,44.73497898,50.92603895,52.61255807,54.13748441,56.57378646,55.39094119,56.33127378,58.42458234,61.18916925,70.08467185,,
Sub-Saharan Africa (IDA & IBRD countries),33.34010135,30.71576352,29.56122663,43.42957516,52.05988096,58.37295854,64.94007556,71.90595742,76.76435387,76.50308602,86.51003129,94.18110613,93.41947581,95.4136981,92.87388676,84.71426849,77.91992756,79.7598191,79.31561028,78.64512995,74.8978169,84.85719213,,
Trinidad and Tobago,263.6797485,270.0798035,321.0062256,354.6638489,426.3678284,523.7509155,561.199585,657.9640503,740.3667603,764.3539429,811.3280029,857.5723267,878.4552612,951.9816284,990.2513428,1039.057495,1041.016235,1058.943115,1055.903564,1071.89624,1045.729004,1125.397339,,
Tunisia,109.5732346,112.5737076,123.1268616,147.1495972,165.2270203,167.6730957,176.4864807,199.6681366,227.5287628,228.4881897,237.9020844,267.0809937,266.3058472,280.6422119,283.7175293,246.107544,237.1728363,220.8087006,212.394165,209.5261231,246.5980835,265.4648438,,
Turkiye,197,152,184,236,296,361,412,506,564,494,533,526,520,547,520,447,460,437,388,397,395,441,,
Tuvalu,349.9498291,268.1976013,217.8283386,289.5688477,230.171051,244.1253967,294.7955627,294.8903503,314.0023193,330.9241028,476.2854919,516.6014404,492.8399353,507.157196,522.539978,457.8132629,714.2407837,1014.10553,820.4006958,1109.266479,879.4911499,1070.95752,,
Tanzania,12.25793076,15.08091736,16.92565536,20.26038742,23.29498863,27.53238869,35.36390686,35.99416351,36.01263428,33.38547516,36.89682007,37.43364334,41.63511276,43.09357452,39.47782898,32.90985107,36.26340103,38.65550995,40.83135605,39.5618248,31.39298439,37.15989685,,
Uganda,16.41194344,15.98436737,15.7368412,14.2323103,18.61294365,25.88375473,31.62604523,36.13018799,40.08214951,44.42161942,51.96447372,55.3051796,55.14218903,53.0015564,51.04053879,40.15630341,39.13254166,31.47759247,32.99159622,33.40487289,36.87842941,43.44807434,,
Ukraine,35,45,53,69,85,116,148,186,216,169,203,244,276,281,213,158,157,187,221,247,270,368,,
Upper middle income,98.5247031,97.33368774,94.62399197,105.9076091,122.7660971,145.2149072,167.4873154,201.0958844,241.6254665,256.5037728,300.074207,353.5195152,377.8708197,404.4906442,419.6698727,410.225713,408.2291539,450.13514,477.0764799,489.9907837,498.4509119,566.8314863,,
Uruguay,693.6792603,673.9299316,432.8007507,380.1933899,372.4612732,441.0013428,495.7160034,572.524353,803.4422607,817.642273,1032.657959,1232.046265,1332.751221,1500.727173,1480.019897,1410.321533,1454.547119,1655.832397,1697.014526,1677.0979,1427.140259,1620.326416,,
United States,4533.826172,4881.20752,5304.52002,5708.551758,6047.818359,6404.186035,6779.227539,7132.446777,7347.45459,7602.745605,7833.044922,8021.593262,8274.37207,8433.698242,8828.476563,9248.93457,9599.890625,9902.818359,10280.52637,10658.39746,11758.4248,12012.24121,12473.79102,
Uzbekistan,35,30,24,25,28,32,38,46,61,71,92,109,127,140,118,132,129,93,82,99,121,157,,
St. Vincent and the Grenadines,149.5702057,162.7335968,175.3211517,178.1896515,188.8163147,198.3499756,210.9427643,245.8889008,257.7953186,266.2264404,283.5976868,277.7983704,300.5845642,301.9335632,301.0755615,303.9425354,314.8049011,338.2626953,357.3264771,369.3736267,402.059845,448.3102112,,
"Venezuela, RB",,,,,,,,,,,,,,,,,,,165.3209534,113.2855072,152.7583008,160.0984039,,
British Virgin Islands,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,
Viet Nam,20.57923889,24.96311378,21.37000656,24.29984856,31.21098709,38.00711441,45.87312698,53.68240356,64.11656189,69.80870819,85.4039917,97.18331909,109.5506668,104.4619141,120.0268784,122.2721329,134.4454804,149.3087921,164.236496,173.6494904,154.2351074,172.5529785,,
Vanuatu,46.8312645,44.34126282,50.72472382,53.21016693,60.82519913,59.98478699,65.47128296,70.28305054,79.23954773,80.40415955,96.36509705,110.2756882,114.3826065,126.3875351,104.3391724,114.2602081,80.8219223,83.77519226,102.075119,101.974411,116.5592575,133.1509247,,
World,475.1512277,487.2246268,517.6081636,582.0205726,639.6576444,678.4907776,719.816171,787.4376242,853.4604808,863.4483598,900.2925041,974.2421205,982.4590553,996.9595816,1020.433733,978.8681739,1001.536118,1038.89381,1081.429777,1099.282354,1174.450165,1260.357867,,
Samoa,59.69736862,55.38201141,71.57524872,81.08128357,103.4133148,120.1828232,132.2424927,146.5087891,155.5196533,170.9687195,183.8677216,210.1192322,195.3987427,245.2074585,245.9445648,238.0906982,235.7302094,218.3733673,198.3481598,240.101059,252.8403473,263.8859558,,
Kosovo,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",24.13679314,25.45506668,26.28294373,33.58860016,36.898983,40.90756226,48.03204346,55.67542648,66.46580505,62.60401154,64.44327545,61.27024841,70.12895966,74.30075836,75.41601563,63.30020905,,,,,,,,
South Africa,237.8283234,204.2581482,180.861557,288.3763123,365.5348816,404.3996887,422.1888428,460.0228882,446.9043579,492.9426575,628.1286011,694.1005859,654.2546997,602.6763916,547.8344116,499.3633423,463.344635,536.7772217,570.0977783,551.4352417,492.2072449,583.6710815,,
Zambia,15.19319344,19.4038105,23.50069427,27.11714554,30.49891281,45.59496307,59.4561615,51.91783524,62.25917435,59.36890793,58.39817047,65.0934906,69.96878815,84.19036102,66.04714203,57.92047501,55.87984467,71.52032471,70.36667633,85.64040375,60.4353447,75.3394928,,
Zimbabwe,,,,,,,,,,,98.24945831,87.49465179,89.26095581,100.1369324,114.4442978,105.0980301,106.1896973,92.25428772,114.6329498,54.80850601,50.67650986,62.73724365,,
