Entity,Code,Year,Top 1% - Share (Pretax) (Estimated),Between 90th and 99th percentiles - Share (Pretax) (Estimated),Middle 40% - Share (Pretax) (Estimated),Bottom 50% - Share (Pretax) (Estimated)
Lithuania,LTU,2006,8.84,25.130001,47.420002,18.61
Lithuania,LTU,2007,11.940001,25.46,44.54,18.07
Lithuania,LTU,2008,12.29,25.48,44.190002,18.039999
Lithuania,LTU,2009,11.44,26.33,43.9,18.33
Lithuania,LTU,2010,9.47,25.5,45.43,19.6
Lithuania,LTU,2011,9.9,25.16,45.38,19.56
Lithuania,LTU,2012,11.74,25.99,43.77,18.51
Lithuania,LTU,2013,12.219999,26.15,43.64,17.98
Lithuania,LTU,2014,15.03,26.679998,42.07,16.220001
Lithuania,LTU,2015,11.25,26.409998,45.07,17.26
Lithuania,LTU,2016,11.17,26.33,45.13,17.37
Lithuania,LTU,2017,12.45,26.35,44.24,16.96
Lithuania,LTU,2022,11.81,30.03,50.059998,8.1
Luxembourg,LUX,1985,12.92,22.5,41.81,22.77
Luxembourg,LUX,1991,13.410001,22.24,41.25,23.1
Luxembourg,LUX,1994,13.339999,22.41,45.719997,18.529999
Luxembourg,LUX,1997,14.990001,23.08,43.95,17.98
Luxembourg,LUX,2000,16.97,23.24,43.38,16.41
Luxembourg,LUX,2004,17.59,23.5,40.61,18.3
Luxembourg,LUX,2005,18.22,23.99,39.539997,18.26
Luxembourg,LUX,2006,15.29,23.630001,41.65,19.44
Luxembourg,LUX,2007,18.22,23.66,39.75,18.369999
Luxembourg,LUX,2008,17.02,23.39,41.03,18.57
Luxembourg,LUX,2009,13.869999,22.99,43.14,20
Luxembourg,LUX,2010,13.36,22.789999,43.62,20.24
Luxembourg,LUX,2011,12.710001,22.7,44.54,20.05
Luxembourg,LUX,2012,15.58,22.84,42.75,18.82
Luxembourg,LUX,2013,13.339999,22.69,44.3,19.67
Luxembourg,LUX,2014,13.37,22.8,43.89,19.939999
Luxembourg,LUX,2015,10.52,22.82,45.87,20.78
Luxembourg,LUX,2016,11.96,22.68,45.61,19.75
Luxembourg,LUX,2017,13.46,23.36,44.28,18.9
Luxembourg,LUX,2022,8.95,22.53,47.870003,20.65
MENA (WID),,1820,24.33,30.82,34.670002,10.19
MENA (WID),,1850,24.609999,31.23,34.24,9.929999
MENA (WID),,1880,24.81,32.24,33.35,9.6
MENA (WID),,1900,25.440002,33.19,32.2,9.17
MENA (WID),,1910,27.140001,34.98,29.449999,8.429999
MENA (WID),,1920,27.59,35.440002,29.24,7.7299995
MENA (WID),,1930,27.22,35.280003,29.269999,8.23
MENA (WID),,1940,26.99,34.940002,29.87,8.2
MENA (WID),,1950,24.47,32.06,34.68,8.780001
MENA (WID),,1960,26.78,33.42,32,7.8
MENA (WID),,1970,30.82,34.86,27.739998,6.5899997
MENA (WID),,1980,34.05,35.85,23.710001,6.3900003
MENA (WID),,1981,33.67,35.760002,24.04,6.52
MENA (WID),,1982,31.05,35.58,26.199999,7.1800003
MENA (WID),,1983,29.519999,35.48,27.48,7.52
MENA (WID),,1984,28.83,35.43,27.91,7.84
MENA (WID),,1985,28.21,34.95,28.7,8.14
MENA (WID),,1986,28.52,35.36,28.130001,7.99
MENA (WID),,1987,28.279999,34.65,28.79,8.28
MENA (WID),,1988,28.45,34.62,28.619999,8.299999
MENA (WID),,1989,28.029999,34.82,28.82,8.33
MENA (WID),,1990,27.619999,34.72,29.12,8.54
MENA (WID),,1991,27.75,35.190002,28.75,8.299999
MENA (WID),,1992,27.38,35.3,29.14,8.17
MENA (WID),,1993,27.13,35.16,29.449999,8.25
MENA (WID),,1994,26.769999,35.15,29.72,8.36
MENA (WID),,1995,26.589998,34.91,29.88,8.62
MENA (WID),,1996,26.179998,35.08,30.12,8.63
MENA (WID),,1997,26.230001,35.030003,30.12,8.61
MENA (WID),,1998,25.83,34.98,30.33,8.860001
MENA (WID),,1999,25.18,35.41,30.5,8.91
MENA (WID),,2000,25.16,35.350002,30.57,8.92
MENA (WID),,2001,24.82,35.100002,30.919998,9.15
MENA (WID),,2002,24.49,34.920002,31.330002,9.26
MENA (WID),,2003,24.73,35.32,31.02,8.92
MENA (WID),,2004,24.68,35.02,31.25,9.049999
MENA (WID),,2005,23.91,35.31,31.75,9.04
MENA (WID),,2006,23.52,35.06,32.300003,9.13
MENA (WID),,2007,23.22,34.8,32.690002,9.3
MENA (WID),,2008,22.88,34.93,32.71,9.4800005
MENA (WID),,2009,22.51,34.74,32.82,9.929999
MENA (WID),,2010,22.25,34.74,32.989998,10.0199995
MENA (WID),,2011,22.57,34.61,32.92,9.9
MENA (WID),,2012,22.480001,34.74,33.149998,9.64
MENA (WID),,2013,22.24,34.83,33.27,9.650001
MENA (WID),,2014,22.9,34.59,32.87,9.63
MENA (WID),,2015,23.09,34.59,32.8,9.51
MENA (WID),,2016,22.51,34.93,33.11,9.47
MENA (WID),,2017,22.52,34.74,33.329998,9.42
MENA (WID),,2018,22.54,34.97,33.27,9.22
MENA (WID),,2019,22.24,34.87,33.649998,9.25
MENA (WID),,2020,22.41,35.11,33.25,9.24
MENA (WID),,2021,22.07,35.07,33.73,9.13
MENA (WID),,2022,22.310001,35.190002,33.559998,8.940001
Macao,MAC,2022,8.21,22.64,47.690002,21.46
Madagascar,MDG,1980,17.24,37.74,34.39,10.62
Madagascar,MDG,1997,14.830001,32.18,39.29,13.71
Madagascar,MDG,1999,11.8,33.239998,41.04,13.91
Madagascar,MDG,2001,15.85,37.940002,35.86,10.360001
Madagascar,MDG,2005,18.57,31.99,36.04,13.39
Madagascar,MDG,2010,18.7,33.739998,35.11,12.44
Madagascar,MDG,2012,15.17,35.59,36.76,12.48
Madagascar,MDG,2022,15.17,35.59,36.76,12.48
Malawi,MWI,1997,19.140001,32.210003,35.420002,13.2300005
Malawi,MWI,2004,19.140001,32.210003,35.420002,13.2300005
Malawi,MWI,2010,21.960001,33.61,33.34,11.09
Malawi,MWI,2016,31.420002,27.09,30.26,11.2300005
Malawi,MWI,2022,15.0199995,33.39,37.66,13.93
Malaysia,MYS,1984,20.13,27.35,38.68,13.83
Malaysia,MYS,1987,19.130001,27.22,39.35,14.300001
Malaysia,MYS,1989,19.15,26.949999,39.329998,14.57
Malaysia,MYS,1992,19.18,27.3,39.559998,13.959999
Malaysia,MYS,1995,19.66,27.42,39.21,13.71
Malaysia,MYS,1997,19.89,27.579998,38.95,13.570001
Malaysia,MYS,2003,17.880001,27.16,40.51,14.46
Malaysia,MYS,2004,16.91,28.080002,40.67,14.34
Malaysia,MYS,2005,17.32,28.14,40.34,14.190001
Malaysia,MYS,2006,17.720001,28.21,40.02,14.049999
Malaysia,MYS,2007,18.13,28.27,39.7,13.9
Malaysia,MYS,2008,18.09,27.439999,40.28,14.190001
Malaysia,MYS,2009,18.05,26.6,40.86,14.4800005
Malaysia,MYS,2010,17.52,26.38,41.24,14.86
Malaysia,MYS,2011,16.99,26.17,41.61,15.23
Malaysia,MYS,2012,16.46,25.949999,41.98,15.610001
Malaysia,MYS,2013,15.66,25.68,42.22,16.45
Malaysia,MYS,2014,14.87,25.400002,42.43,17.3
Malaysia,MYS,2015,14.87,25.400002,42.43,17.3
Malaysia,MYS,2022,20.13,27.35,38.68,13.83
Maldives,MDV,2002,35.61,22.11,30.91,11.37
Maldives,MDV,2009,18.61,27.739998,39.5,14.15
Maldives,MDV,2016,13.070001,26.42,42.41,18.09
Maldives,MDV,2022,35.61,22.11,30.91,11.37
Mali,MLI,1994,21.63,36.92,32.15,9.3
Mali,MLI,2001,13.789999,32.96,39.96,13.29
Mali,MLI,2006,12.82,34.079998,39.09,14.01
Mali,MLI,2009,9.690001,31.57,42.41,16.34
Mali,MLI,2022,11.83,32.78,40.63,14.749999
Malta,MLT,1980,6.99,21.5,49.29,22.220001
Malta,MLT,1981,6.99,21.5,49.29,22.220001
Malta,MLT,1982,6.99,21.5,49.29,22.220001
Malta,MLT,1983,6.99,21.5,49.29,22.220001
Malta,MLT,1984,6.99,21.5,49.29,22.220001
Malta,MLT,1985,6.99,21.5,49.29,22.220001
Malta,MLT,1986,6.99,21.5,49.29,22.220001
Malta,MLT,1987,6.99,21.5,49.29,22.220001
Malta,MLT,1988,6.99,21.5,49.29,22.220001
Malta,MLT,1989,6.99,21.5,49.29,22.220001
Malta,MLT,1990,6.99,21.5,49.29,22.220001
Malta,MLT,1991,6.99,21.5,49.29,22.220001
Malta,MLT,1992,6.99,21.5,49.29,22.220001
Malta,MLT,1993,6.99,21.5,49.29,22.220001
Malta,MLT,1994,6.99,21.5,49.29,22.220001
Malta,MLT,1995,6.99,21.5,49.29,22.220001
Malta,MLT,1996,6.99,21.5,49.29,22.220001
Malta,MLT,1997,6.99,21.5,49.29,22.220001
Malta,MLT,1998,6.99,21.5,49.29,22.220001
Malta,MLT,1999,6.99,21.5,49.29,22.220001
Malta,MLT,2000,6.99,21.5,49.29,22.220001
Malta,MLT,2001,6.99,21.5,49.29,22.220001
Malta,MLT,2002,6.99,21.5,49.29,22.220001
Malta,MLT,2003,6.99,21.5,49.29,22.220001
Malta,MLT,2004,6.99,21.5,49.29,22.220001
Malta,MLT,2005,6.99,21.5,49.29,22.220001
Malta,MLT,2006,6.99,21.5,49.29,22.220001
Malta,MLT,2007,6.4900002,22.26,49.69,21.55
Malta,MLT,2008,7.01,22.28,48.73,21.97
Malta,MLT,2009,7.74,22.91,48.07,21.279999
Malta,MLT,2010,7.61,22.12,48.989998,21.279999
Malta,MLT,2011,8.83,22.43,47.83,20.91
Malta,MLT,2012,9.36,22.849998,47.46,20.33
Malta,MLT,2013,9.26,23.24,47.34,20.16
Malta,MLT,2014,8.8,23.83,47.46,19.9
Malta,MLT,2015,9.610001,24.060001,46.88,19.44
Malta,MLT,2016,9.03,24.23,47.14,19.61
Malta,MLT,2017,9.77,23.710001,46.96,19.55
Malta,MLT,2022,9.33,24.8,46.47,19.400002
Marshall Islands,MHL,1980,8.85,26.49,43.45,21.21
Marshall Islands,MHL,1981,9,26.429998,43.399998,21.17
Marshall Islands,MHL,1982,9.139999,26.390001,43.35,21.13
Marshall Islands,MHL,1983,9.29,26.33,43.29,21.08
Marshall Islands,MHL,1984,9.440001,26.28,43.239998,21.04
Marshall Islands,MHL,1985,9.6,26.210001,43.19,21
Marshall Islands,MHL,1986,9.76,26.15,43.14,20.95
Marshall Islands,MHL,1987,9.92,26.1,43.07,20.900002
Marshall Islands,MHL,1988,10.08,26.039999,43.01,20.86
Marshall Islands,MHL,1989,10.25,25.98,42.96,20.810001
Marshall Islands,MHL,1990,10.42,25.92,42.91,20.76
Marshall Islands,MHL,1991,10.7,25.949999,42.6,20.75
Marshall Islands,MHL,1992,10.96,25.99,42.3,20.75
Marshall Islands,MHL,1993,11.22,26.03,42,20.75
Marshall Islands,MHL,1994,11.469999,26.06,41.72,20.74
Marshall Islands,MHL,1995,11.72,26.089998,41.45,20.74
Marshall Islands,MHL,1996,11.95,26.13,41.2,20.730001
Marshall Islands,MHL,1997,12.179999,26.159998,40.93,20.730001
Marshall Islands,MHL,1998,12.4,26.19,40.7,20.730001
Marshall Islands,MHL,1999,12.610001,26.22,40.44,20.720001
Marshall Islands,MHL,2000,12.82,26.249998,40.21,20.720001
Marshall Islands,MHL,2001,13.2,26.750002,39.78,20.27
Marshall Islands,MHL,2002,13.58,27.22,39.37,19.83
Marshall Islands,MHL,2003,13.940001,27.7,38.96,19.400002
Marshall Islands,MHL,2004,14.290001,28.169998,38.56,18.98
Marshall Islands,MHL,2005,14.64,28.619999,38.18,18.57
Marshall Islands,MHL,2006,14.9800005,29.06,37.8,18.17
Marshall Islands,MHL,2007,15.309999,29.49,37.42,17.78
Marshall Islands,MHL,2008,15.639999,29.9,37.079998,17.39
Marshall Islands,MHL,2009,15.950001,30.32,36.7,17.02
Marshall Islands,MHL,2010,16.26,30.73,36.35,16.65
Marshall Islands,MHL,2011,16.240002,30.939999,36.26,16.55
Marshall Islands,MHL,2012,16.220001,31.150002,36.17,16.45
Marshall Islands,MHL,2013,16.2,31.34,36.1,16.36
Marshall Islands,MHL,2014,16.18,31.529999,36.02,16.27
Marshall Islands,MHL,2015,16.17,31.71,35.94,16.19
Marshall Islands,MHL,2016,16.150002,31.880001,35.86,16.11
Marshall Islands,MHL,2017,16.130001,32.05,35.78,16.03
Marshall Islands,MHL,2018,16.12,32.2,35.72,15.96
Marshall Islands,MHL,2019,16.1,32.36,35.65,15.889999
Marshall Islands,MHL,2020,16.09,32.5,35.58,15.82
Marshall Islands,MHL,2021,16.09,32.5,35.58,15.82
Marshall Islands,MHL,2022,16.09,32.5,35.58,15.82
Mauritania,MRT,1987,14.059999,34.27,39.559998,12.1
Mauritania,MRT,1993,32.16,30.36,27.990002,9.49
Mauritania,MRT,1995,12.530001,32.420002,40.52,14.53
Mauritania,MRT,2000,11.13,34.49,40.51,13.860001
Mauritania,MRT,2004,16.74,33.829998,36.079998,13.339999
Mauritania,MRT,2008,10.26,31.25,43.239998,15.25
Mauritania,MRT,2014,10.75,29.730001,42.719997,16.779999
Mauritania,MRT,2022,10.75,29.730001,42.719997,16.779999
Mauritius,MUS,2006,13.74,32.04,39.010002,15.2
Mauritius,MUS,2012,17.01,32.64,36.34,14.02
Mauritius,MUS,2017,15.889999,31.510002,37.79,14.81
Mauritius,MUS,2022,15.889999,31.510002,37.79,14.81
Mexico,MEX,2001,11.71,43.13,38.920002,6.24
Mexico,MEX,2002,11.71,43.13,38.920002,6.24
Mexico,MEX,2003,14.669999,42.76,36.559998,6.01
Mexico,MEX,2004,17.62,42.41,34.19,5.7799997
Mexico,MEX,2005,15.98,43.69,34.44,5.89
Mexico,MEX,2006,14.34,44.97,34.69,5.9900002
Mexico,MEX,2007,17.91,44.31,32.16,5.6200004
Mexico,MEX,2008,21.48,43.65,29.640001,5.2400002
Mexico,MEX,2009,23.4,40.329998,30.779999,5.48
Mexico,MEX,2010,25.32,37.02,31.93,5.73
Mexico,MEX,2011,26.37,36.87,31.21,5.56
Mexico,MEX,2012,27.42,36.719997,30.47,5.38
Mexico,MEX,2013,28.2,35.59,30.7,5.51
Mexico,MEX,2014,28.97,34.46,30.939999,5.63
Mexico,MEX,2015,26.789999,36.59,30.739998,5.88
Mexico,MEX,2016,24.609999,38.72,30.529999,6.1299996
Mexico,MEX,2017,27.11,37.58,29.22,6.0899997
Mexico,MEX,2018,29.62,36.44,27.880001,6.06
Mexico,MEX,2019,28.21,37.12,28.619999,6.04
Mexico,MEX,2022,26.81,37.8,29.38,6.02
Micronesia (country),FSM,1980,8.85,26.49,43.45,21.21
Micronesia (country),FSM,1981,9,26.429998,43.399998,21.17
Micronesia (country),FSM,1982,9.139999,26.390001,43.35,21.13
Micronesia (country),FSM,1983,9.29,26.33,43.29,21.08
Micronesia (country),FSM,1984,9.440001,26.28,43.239998,21.04
Micronesia (country),FSM,1985,9.6,26.210001,43.19,21
Micronesia (country),FSM,1986,9.76,26.15,43.14,20.95
Micronesia (country),FSM,1987,9.92,26.1,43.07,20.900002
Micronesia (country),FSM,1988,10.08,26.039999,43.01,20.86
Micronesia (country),FSM,1989,10.25,25.98,42.96,20.810001
Micronesia (country),FSM,1990,10.42,25.92,42.91,20.76
Micronesia (country),FSM,1991,10.7,25.949999,42.6,20.75
Micronesia (country),FSM,1992,10.96,25.99,42.3,20.75
Micronesia (country),FSM,1993,11.22,26.03,42,20.75
Micronesia (country),FSM,1994,11.469999,26.06,41.72,20.74
Micronesia (country),FSM,1995,11.72,26.089998,41.45,20.74
Micronesia (country),FSM,1996,11.95,26.13,41.2,20.730001
Micronesia (country),FSM,1997,12.179999,26.159998,40.93,20.730001
Micronesia (country),FSM,1998,12.4,26.19,40.7,20.730001
Micronesia (country),FSM,1999,12.610001,26.22,40.44,20.720001
Micronesia (country),FSM,2000,12.82,26.249998,40.21,20.720001
Micronesia (country),FSM,2001,13.2,26.750002,39.78,20.27
Micronesia (country),FSM,2002,13.58,27.22,39.37,19.83
Micronesia (country),FSM,2003,13.940001,27.7,38.96,19.400002
Micronesia (country),FSM,2004,14.290001,28.169998,38.56,18.98
Micronesia (country),FSM,2005,14.64,28.619999,38.18,18.57
Micronesia (country),FSM,2006,14.9800005,29.06,37.8,18.17
Micronesia (country),FSM,2007,15.309999,29.49,37.42,17.78
Micronesia (country),FSM,2008,15.639999,29.9,37.079998,17.39
Micronesia (country),FSM,2009,15.950001,30.32,36.7,17.02
Micronesia (country),FSM,2010,16.26,30.73,36.35,16.65
Micronesia (country),FSM,2011,16.240002,30.939999,36.26,16.55
Micronesia (country),FSM,2012,16.220001,31.150002,36.17,16.45
Micronesia (country),FSM,2013,16.2,31.34,36.1,16.36
Micronesia (country),FSM,2014,16.18,31.529999,36.02,16.27
Micronesia (country),FSM,2015,16.17,31.71,35.94,16.19
Micronesia (country),FSM,2016,16.150002,31.880001,35.86,16.11
Micronesia (country),FSM,2017,16.130001,32.05,35.78,16.03
Micronesia (country),FSM,2018,16.12,32.2,35.72,15.96
Micronesia (country),FSM,2019,16.1,32.36,35.65,15.889999
Micronesia (country),FSM,2020,16.09,32.5,35.58,15.82
Micronesia (country),FSM,2021,16.09,32.5,35.58,15.82
Micronesia (country),FSM,2022,16.09,32.5,35.58,15.82
Middle Africa (WID),,1980,22.779999,35.620003,32.92,8.690001
Middle Africa (WID),,1981,22.61,35.33,33.25,8.820001
Middle Africa (WID),,1982,22.34,35.59,33.27,8.8
Middle Africa (WID),,1983,22.550001,35.420002,33.27,8.77
Middle Africa (WID),,1984,22.480001,35.63,33.16,8.7300005
Middle Africa (WID),,1985,22.91,35.100002,33.25,8.74
Middle Africa (WID),,1986,22.64,35.38,33.25,8.75
Middle Africa (WID),,1987,22.220001,35.47,33.469997,8.84
Middle Africa (WID),,1988,22.550001,35.25,33.27,8.93
Middle Africa (WID),,1989,22.73,35.09,33.239998,8.940001
Middle Africa (WID),,1990,23.13,34.93,33.12,8.83
Middle Africa (WID),,1991,23.6,35.23,32.59,8.58
Middle Africa (WID),,1992,23.77,35.48,32.34,8.41
Middle Africa (WID),,1993,23.83,35.49,32.170002,8.5199995
Middle Africa (WID),,1994,24.279999,35.41,32.010002,8.299999
Middle Africa (WID),,1995,24.65,35.66,31.619999,8.06
Middle Africa (WID),,1996,25.21,35.7,31.29,7.8
Middle Africa (WID),,1997,26.17,35.600002,30.970001,7.2599998
Middle Africa (WID),,1998,26.37,35.43,31.05,7.13
Middle Africa (WID),,1999,26.289999,35.43,31.25,7.0299997
Middle Africa (WID),,2000,26.339998,35.510002,31.310001,6.85
Middle Africa (WID),,2001,26.769999,35.63,31.16,6.4300003
Middle Africa (WID),,2002,26.94,35.96,30.95,6.15
Middle Africa (WID),,2003,26.12,36.219997,31.400002,6.25
Middle Africa (WID),,2004,25.580002,36.48,31.690002,6.25
Middle Africa (WID),,2005,25.380001,36.809998,31.64,6.17
Middle Africa (WID),,2006,25.130001,37.079998,31.720001,6.0699997
Middle Africa (WID),,2007,25.21,37.09,31.760002,5.94
Middle Africa (WID),,2008,24.73,37.9,31.490002,5.88
Middle Africa (WID),,2009,25.04,37.7,31.439999,5.82
Middle Africa (WID),,2010,24.8,37.32,31.93,5.9500003
Middle Africa (WID),,2011,25.04,37.41,31.48,6.0699997
Middle Africa (WID),,2012,25.650002,37.149998,31.18,6.02
Middle Africa (WID),,2013,26.050001,36.93,31.14,5.88
Middle Africa (WID),,2014,26.109999,36.26,31.380001,6.25
Middle Africa (WID),,2015,25.88,35.989998,31.670002,6.45
Middle Africa (WID),,2016,25.75,35.8,31.75,6.7000003
Middle Africa (WID),,2017,25.99,35.510002,31.71,6.79
Middle Africa (WID),,2018,25.79,35.25,31.89,7.0699997
Middle Africa (WID),,2019,25.420002,35.14,32.120003,7.32
Middle Africa (WID),,2020,24.72,35.09,32.670002,7.53
Middle Africa (WID),,2021,24.91,34.97,32.52,7.6
Middle Africa (WID),,2022,24.69,34.84,32.690002,7.7799997
Middle East (WID),,1980,34.79,36.989998,22.28,5.94
Middle East (WID),,1981,34.72,36.89,22.380001,6.02
Middle East (WID),,1982,32.52,36.1,24.63,6.7500005
Middle East (WID),,1983,30.619999,36.14,26.06,7.16
Middle East (WID),,1984,29.769999,36.03,26.65,7.5400004
Middle East (WID),,1985,29.05,35.670002,27.4,7.88
Middle East (WID),,1986,30.03,35.77,26.63,7.57
Middle East (WID),,1987,28.82,35.600002,27.61,7.96
Middle East (WID),,1988,29.19,35.64,27.289999,7.88
Middle East (WID),,1989,28.79,35.510002,27.68,8.02
Middle East (WID),,1990,28.400002,35.29,28,8.299999
Middle East (WID),,1991,28.630001,35.77,27.619999,7.98
Middle East (WID),,1992,28.64,35.92,27.7,7.74
Middle East (WID),,1993,27.649998,36.26,28.220001,7.88
Middle East (WID),,1994,27.54,36.07,28.43,7.95
Middle East (WID),,1995,27.28,36,28.439999,8.28
Middle East (WID),,1996,26.930002,36.16,28.71,8.2
Middle East (WID),,1997,26.69,36.3,28.78,8.23
Middle East (WID),,1998,26.429998,36.05,29.06,8.46
Middle East (WID),,1999,25.87,36.309998,29.22,8.6
Middle East (WID),,2000,25.560001,36.07,29.660002,8.72
Middle East (WID),,2001,25.29,36.14,29.74,8.83
Middle East (WID),,2002,24.99,35.89,30.160002,8.96
Middle East (WID),,2003,25.330002,36.329998,29.87,8.48
Middle East (WID),,2004,25.170002,36.03,30.140001,8.66
Middle East (WID),,2005,24.359999,36.129997,30.8,8.7
Middle East (WID),,2006,23.800001,36.16,31.259998,8.780001
Middle East (WID),,2007,23.23,35.79,31.91,9.07
Middle East (WID),,2008,23.27,35.63,31.84,9.26
Middle East (WID),,2009,22.849998,35.58,31.86,9.700001
Middle East (WID),,2010,22.59,35.34,32.210003,9.86
Middle East (WID),,2011,22.45,35.71,32.27,9.58
Middle East (WID),,2012,22.73,35.41,32.390003,9.47
Middle East (WID),,2013,22.480001,35.59,32.47,9.46
Middle East (WID),,2014,23.08,35.440002,32.11,9.37
Middle East (WID),,2015,23.52,35.24,32.06,9.179999
Middle East (WID),,2016,22.77,35.58,32.460003,9.179999
Middle East (WID),,2017,22.939999,35.18,32.71,9.179999
Middle East (WID),,2018,23.019999,35.45,32.64,8.89
Middle East (WID),,2019,22.69,35.27,33.11,8.93
Middle East (WID),,2020,22.71,35.33,32.89,9.059999
Middle East (WID),,2021,22.11,35.530003,33.41,8.95
Middle East (WID),,2022,22.380001,35.58,33.23,8.81
Moldova,MDA,1988,4.98,19.8,49.32,25.9
Moldova,MDA,1993,9.03,25.05,48.11,17.810001
Moldova,MDA,1998,9.25,26.539999,48.4,15.800001
Moldova,MDA,1999,9.0199995,26.37,48.57,16.04
Moldova,MDA,2000,9,26.230001,48.51,16.26
Moldova,MDA,2001,8.87,26.44,48.62,16.060001
Moldova,MDA,2002,9.19,26.26,48.37,16.19
Moldova,MDA,2003,9.690001,26.13,48.14,16.04
Moldova,MDA,2004,9.56,26.050001,48.08,16.310001
Moldova,MDA,2005,9.929999,26.230001,47.79,16.07
Moldova,MDA,2006,10.15,26.159998,47.77,15.92
Moldova,MDA,2007,10.629999,26.07,47.12,16.18
Moldova,MDA,2008,11.22,25.79,46.98,16.01
Moldova,MDA,2009,11.42,25.86,46.6,16.12
Moldova,MDA,2010,10.94,25.369999,47.15,16.539999
Moldova,MDA,2011,11.25,24.81,47.11,16.83
Moldova,MDA,2012,11.13,24.39,47.350002,17.13
Moldova,MDA,2013,10.78,24.51,47.39,17.32
Moldova,MDA,2014,10.79,24.31,47.260002,17.65
Moldova,MDA,2015,11.34,24.03,47.14,17.5
Moldova,MDA,2016,9.049999,23.47,48.36,19.11
Moldova,MDA,2017,9.39,23.42,48.260002,18.93
Moldova,MDA,2018,9.2699995,23.64,48.170002,18.9
Moldova,MDA,2022,9.77,23.52,47.46,19.25
Monaco,MCO,1980,8.06,21.71,47.870003,22.36
Monaco,MCO,1981,7.95,21.73,48.050003,22.27
Monaco,MCO,1982,7.9000006,21.77,48.07,22.26
Monaco,MCO,1983,8,21.73,47.84,22.43
Monaco,MCO,1984,8.22,21.9,47.58,22.300001
Monaco,MCO,1985,8.24,22.01,47.77,21.98
Monaco,MCO,1986,8.2,21.87,47.74,22.19
Monaco,MCO,1987,8.16,21.89,47.64,22.310001
Monaco,MCO,1988,8.33,21.78,47.170002,22.73
Monaco,MCO,1989,8.299999,21.8,47.12,22.789999
Monaco,MCO,1990,8.25,22.27,46.66,22.83
Monaco,MCO,1991,8.5199995,22.89,46.82,21.78
Monaco,MCO,1992,8.34,23.05,46.96,21.65
Monaco,MCO,1993,8.54,23.36,47.170002,20.93
Monaco,MCO,1994,8.97,23.86,46.82,20.36
Monaco,MCO,1995,9.28,23.710001,46.54,20.47
Monaco,MCO,1996,9.610001,23.61,46.399998,20.38
Monaco,MCO,1997,10.26,23.87,45.84,20.029999
Monaco,MCO,1998,10.42,23.95,45.59,20.029999
Monaco,MCO,1999,10.629999,23.9,45.489998,19.97
Monaco,MCO,2000,10.97,23.95,45.45,19.63
Monaco,MCO,2001,10.639999,24.03,45.699997,19.63
Monaco,MCO,2002,10.14,23.960001,45.95,19.939999
Monaco,MCO,2003,10.25,23.65,46.309998,19.789999
Monaco,MCO,2004,10.88,23.44,46.8,18.89
Monaco,MCO,2005,11.07,23.49,46.239998,19.210001
Monaco,MCO,2006,11.48,23.46,46.05,19.01
Monaco,MCO,2007,11.509999,23.64,45.67,19.18
Monaco,MCO,2008,10.1,23.07,46.82,20.01
Monaco,MCO,2009,9.28,23.1,47.2,20.43
Monaco,MCO,2010,10.27,23.82,46.7,19.210001
Monaco,MCO,2011,10.28,23.79,46.81,19.12
Monaco,MCO,2012,10.07,23.85,47,19.08
Monaco,MCO,2013,10.14,23.710001,47.260002,18.9
Monaco,MCO,2014,10.55,23.83,46.94,18.68
Monaco,MCO,2015,10.47,23.83,47,18.7
Monaco,MCO,2016,10.320001,23.86,46.95,18.87
Monaco,MCO,2017,10.4800005,24,46.62,18.9
Monaco,MCO,2018,10.57,23.91,46.44,19.08
Monaco,MCO,2019,9.929999,23.85,46.8,19.42
Monaco,MCO,2020,9.91,23.57,47.2,19.320002
Monaco,MCO,2021,11.29,23.24,46.39,19.08
Monaco,MCO,2022,11.509999,23.33,46.02,19.140001
Mongolia,MNG,1995,14.839999,27.669998,43.59,13.9
Mongolia,MNG,1998,15.12,26.179998,43.63,15.080001
Mongolia,MNG,2002,15.870001,27.41,42.969997,13.75
Mongolia,MNG,2007,16.859999,28.029999,41.34,13.77
Mongolia,MNG,2011,16.99,27.06,41.58,14.370001
Mongolia,MNG,2012,17.17,27.59,41.86,13.38
Mongolia,MNG,2013,16.82,27.13,41.850002,14.200001
Mongolia,MNG,2014,17.48,26.840002,41.61,14.07
Mongolia,MNG,2015,16.73,26.710001,41.800003,14.759999
Mongolia,MNG,2016,16.67,26.699999,41.83,14.8
Mongolia,MNG,2017,16.43,26.789999,41.97,14.81
Mongolia,MNG,2022,14.839999,27.669998,43.59,13.9
Montenegro,MNE,1980,7.2599998,21.51,49.09,22.15
Montenegro,MNE,1981,7.2599998,21.51,49.09,22.15
Montenegro,MNE,1982,7.2599998,21.51,49.09,22.15
Montenegro,MNE,1983,7.2599998,21.51,49.09,22.15
Montenegro,MNE,1984,7.7200003,21.98,48.85,21.449999
Montenegro,MNE,1985,7.3299994,21.73,49.23,21.699999
Montenegro,MNE,1986,6.7500005,21.93,50.29,21.03
Montenegro,MNE,1987,7.52,22.06,49.26,21.16
Montenegro,MNE,1988,8.02,22.93,49.64,19.41
Montenegro,MNE,1989,6.69,21.59,50,21.72
Montenegro,MNE,2001,9.660001,22.9,46.399998,21.03
Montenegro,MNE,2006,8.780001,26.13,47.11,17.98
Montenegro,MNE,2007,9.139999,24.63,48.33,17.91
