Entity,Code,Year,Top 1% - Share (Pretax) (Estimated),Between 90th and 99th percentiles - Share (Pretax) (Estimated),Middle 40% - Share (Pretax) (Estimated),Bottom 50% - Share (Pretax) (Estimated)
South Korea,KOR,2003,8.030001,23.22,46.11,22.64
South Korea,KOR,2004,8.48,23.53,45.95,22.04
South Korea,KOR,2005,8.96,23.79,45.809998,21.449999
South Korea,KOR,2006,9.54,24.18,46,20.29
South Korea,KOR,2007,8.74,23.95,46.87,20.45
South Korea,KOR,2008,10.24,25.09,45.37,19.300001
South Korea,KOR,2009,9.29,24.19,46.39,20.119999
South Korea,KOR,2010,11.57,24.869999,43.99,19.57
South Korea,KOR,2011,9.47,26.289999,44.43,19.82
South Korea,KOR,2012,10.22,25.350002,44.24,20.19
South Korea,KOR,2013,9.889999,24.73,44.91,20.47
South Korea,KOR,2014,10.67,24.08,44.97,20.27
South Korea,KOR,2015,9.77,22.68,45.71,21.84
South Korea,KOR,2016,11.64,25.14,43.7,19.52
South Korea,KOR,2022,10.4800005,22.07,45.52,21.92
South Sudan,SSD,2009,14.200001,35.190002,39.649998,10.97
South Sudan,SSD,2016,15.530001,34.48,38.07,11.91
South Sudan,SSD,2022,14.200001,35.190002,39.649998,10.97
South-East Asia (WID),,1980,22.23,32.86,35.02,9.88
South-East Asia (WID),,1981,22.17,32.64,35.16,10.03
South-East Asia (WID),,1982,22.32,32.58,35.05,10.059999
South-East Asia (WID),,1983,22.26,32.27,35.22,10.26
South-East Asia (WID),,1984,22.2,32.14,35.16,10.49
South-East Asia (WID),,1985,21.97,32.030003,35.370003,10.629999
South-East Asia (WID),,1986,21.88,32.16,35.440002,10.5
South-East Asia (WID),,1987,22.07,32.2,35.48,10.26
South-East Asia (WID),,1988,22.25,32.77,35.15,9.83
South-East Asia (WID),,1989,22.19,33.18,34.940002,9.700001
South-East Asia (WID),,1990,22.16,33.69,34.62,9.52
South-East Asia (WID),,1991,22.64,33.8,34.23,9.34
South-East Asia (WID),,1992,22.99,33.829998,33.88,9.309999
South-East Asia (WID),,1993,22.77,33.309998,34.4,9.53
South-East Asia (WID),,1994,22.68,33.43,34.53,9.37
South-East Asia (WID),,1995,22.949999,33.46,34.33,9.26
South-East Asia (WID),,1996,23.44,33.11,34.22,9.23
South-East Asia (WID),,1997,22.310001,32.54,35.06,10.08
South-East Asia (WID),,1998,21.05,31.71,36.129997,11.12
South-East Asia (WID),,1999,22.07,31.560001,35.25,11.12
South-East Asia (WID),,2000,21.68,31.21,36.01,11.110001
South-East Asia (WID),,2001,21.95,30.8,36.399998,10.849999
South-East Asia (WID),,2002,21.52,31.05,36.329998,11.1
South-East Asia (WID),,2003,21.65,31.119999,36.18,11.06
South-East Asia (WID),,2004,21.93,31.420002,35.72,10.93
South-East Asia (WID),,2005,22.03,31.510002,35.61,10.86
South-East Asia (WID),,2006,21.74,31.55,35.52,11.200001
South-East Asia (WID),,2007,21.64,31.690002,35.57,11.09
South-East Asia (WID),,2008,22.550001,31.96,35.02,10.47
South-East Asia (WID),,2009,22.35,31.54,35.600002,10.52
South-East Asia (WID),,2010,21.359999,31.099998,36.57,10.9800005
South-East Asia (WID),,2011,21.259998,31.32,36.41,11
South-East Asia (WID),,2012,21.02,31.2,36.43,11.35
South-East Asia (WID),,2013,20.5,30.59,37.21,11.7
South-East Asia (WID),,2014,20.54,30.61,37.1,11.75
South-East Asia (WID),,2015,20.49,30.79,36.899998,11.82
South-East Asia (WID),,2016,19.24,30.869999,37.8,12.09
South-East Asia (WID),,2017,19.140001,30.43,38.41,12.030001
South-East Asia (WID),,2018,19.48,31.690002,37.62,11.22
South-East Asia (WID),,2019,19.24,31.02,38.32,11.42
South-East Asia (WID),,2020,18.35,32.350002,38,11.3
South-East Asia (WID),,2021,19.09,31.5,37.61,11.8
South-East Asia (WID),,2022,18.92,31.52,37.75,11.8
Spain,ESP,1981,11.46,24.64,40.65,23.25
Spain,ESP,1982,11.49,24.779999,41.460003,22.28
Spain,ESP,1983,11.13,24.97,41.96,21.94
Spain,ESP,1984,11,25.189999,41.84,21.97
Spain,ESP,1985,11.16,25.189999,42.539997,21.11
Spain,ESP,1986,11.93,25.619999,42.12,20.33
Spain,ESP,1987,11.9800005,25.57,41.670002,20.79
Spain,ESP,1988,12.01,25.77,41.65,20.57
Spain,ESP,1989,12.36,26.269999,41.33,20.029999
Spain,ESP,1990,11.860001,26,42.2,19.939999
Spain,ESP,1991,11.61,25.52,42.489998,20.38
Spain,ESP,1992,11.42,24.9,42.92,20.75
Spain,ESP,1993,11.150001,24.609999,43.21,21.04
Spain,ESP,1994,11.63,24.93,41.68,21.76
Spain,ESP,1995,11.900001,24.8,42.78,20.52
Spain,ESP,1996,11.71,24.77,41.760002,21.76
Spain,ESP,1997,11.22,24.39,42.309998,22.09
Spain,ESP,1998,11.150001,24.289999,43.01,21.55
Spain,ESP,1999,11.38,24.4,42.71,21.51
Spain,ESP,2000,11.240001,24.22,42.719997,21.83
Spain,ESP,2001,10.76,24.1,42.86,22.29
Spain,ESP,2002,11.09,23.960001,42.649998,22.310001
Spain,ESP,2003,11.29,24.02,42.59,22.1
Spain,ESP,2004,11.200001,24.03,42.39,22.380001
Spain,ESP,2005,10.9,23.67,43.93,21.5
Spain,ESP,2006,11.3,24.04,43.42,21.25
Spain,ESP,2007,11.31,23.77,43.14,21.78
Spain,ESP,2008,11.5,23.55,43.23,21.72
Spain,ESP,2009,12.24,23.05,44.24,20.45
Spain,ESP,2010,11.36,22.91,45.08,20.66
Spain,ESP,2011,11.17,22.88,45.23,20.730001
Spain,ESP,2012,11.92,22.65,44.55,20.900002
Spain,ESP,2013,11.87,22.789999,44.72,20.62
Spain,ESP,2014,12.02,22.84,44.58,20.550001
Spain,ESP,2015,12.43,22.82,44.170002,20.59
Spain,ESP,2016,12.5,22.59,44.63,20.28
Spain,ESP,2017,12.41,22.34,44.010002,21.24
Spain,ESP,2022,10.0199995,23.109999,46.8,20.08
Sri Lanka,LKA,1985,14.7699995,27.46,41.11,16.65
Sri Lanka,LKA,1990,17.67,26.949999,39.03,16.35
Sri Lanka,LKA,1995,16.16,29.14,39.46,15.23
Sri Lanka,LKA,2002,20.79,29.789999,36.77,12.639999
Sri Lanka,LKA,2006,21.279999,28.400002,37.26,13.070001
Sri Lanka,LKA,2009,18.56,27.86,38.74,14.839999
Sri Lanka,LKA,2012,20.57,28.09,37.38,13.959999
Sri Lanka,LKA,2016,20.47,28.510002,36.899998,14.139999
Sri Lanka,LKA,2022,14.7699995,27.46,41.11,16.65
Sub-Saharan Africa (WID),,1820,20.48,35.74,31.18,12.6
Sub-Saharan Africa (WID),,1850,20.91,36.57,30.27,12.25
Sub-Saharan Africa (WID),,1880,22.14,37.2,29.24,11.42
Sub-Saharan Africa (WID),,1900,22.41,38.370003,28.04,11.17
Sub-Saharan Africa (WID),,1910,24.14,39.91,25.8,10.14
Sub-Saharan Africa (WID),,1920,23.119999,40.45,26.17,10.26
Sub-Saharan Africa (WID),,1930,22.16,40.88,26.679998,10.28
Sub-Saharan Africa (WID),,1940,19.17,42.18,28.11,10.54
Sub-Saharan Africa (WID),,1950,19.140001,42.09,28.32,10.450001
Sub-Saharan Africa (WID),,1960,15.91,43.21,29.980001,10.91
Sub-Saharan Africa (WID),,1970,17.039999,42.489998,29.83,10.639999
Sub-Saharan Africa (WID),,1980,19.84,37.74,35.190002,7.23
Sub-Saharan Africa (WID),,1981,20.3,37.38,34.83,7.48
Sub-Saharan Africa (WID),,1982,20.32,37.3,34.72,7.6499996
Sub-Saharan Africa (WID),,1983,20.66,37.14,34.45,7.76
Sub-Saharan Africa (WID),,1984,21.05,37.2,34.17,7.59
Sub-Saharan Africa (WID),,1985,20.86,37.19,34.41,7.5400004
Sub-Saharan Africa (WID),,1986,20.74,37.23,34.43,7.6
Sub-Saharan Africa (WID),,1987,20.82,37.3,34.28,7.59
Sub-Saharan Africa (WID),,1988,20.880001,37.44,34.18,7.5000005
Sub-Saharan Africa (WID),,1989,20.710001,37.53,34.31,7.4600005
Sub-Saharan Africa (WID),,1990,20.58,37.53,34.43,7.4600005
Sub-Saharan Africa (WID),,1991,20.87,37.72,34.12,7.2999997
Sub-Saharan Africa (WID),,1992,20.66,37.88,34.35,7.12
Sub-Saharan Africa (WID),,1993,19.81,37.88,34.97,7.35
Sub-Saharan Africa (WID),,1994,19.66,37.79,35.260002,7.28
Sub-Saharan Africa (WID),,1995,19.949999,37.670002,35.06,7.32
Sub-Saharan Africa (WID),,1996,20.029999,37.58,34.88,7.5099998
Sub-Saharan Africa (WID),,1997,20.42,37.38,34.66,7.5400004
Sub-Saharan Africa (WID),,1998,20.640001,37.1,34.61,7.6499996
Sub-Saharan Africa (WID),,1999,20.880001,36.85,34.4,7.87
Sub-Saharan Africa (WID),,2000,21.08,36.88,34.16,7.88
Sub-Saharan Africa (WID),,2001,21.439999,36.64,34.09,7.83
Sub-Saharan Africa (WID),,2002,21.73,36.449997,34.1,7.7200003
Sub-Saharan Africa (WID),,2003,22.04,36.28,33.989998,7.6800003
Sub-Saharan Africa (WID),,2004,21.99,36.26,34.02,7.7299995
Sub-Saharan Africa (WID),,2005,22.43,35.83,33.96,7.79
Sub-Saharan Africa (WID),,2006,22.630001,35.72,33.82,7.8199997
Sub-Saharan Africa (WID),,2007,22.81,35.91,33.43,7.8500004
Sub-Saharan Africa (WID),,2008,22.35,35.49,34.11,8.05
Sub-Saharan Africa (WID),,2009,21.65,35.68,34.53,8.13
Sub-Saharan Africa (WID),,2010,21.63,35.760002,34.46,8.150001
Sub-Saharan Africa (WID),,2011,21.95,35.550003,34.25,8.24
Sub-Saharan Africa (WID),,2012,22.460001,35.41,33.85,8.28
Sub-Saharan Africa (WID),,2013,21.93,35.74,34.07,8.26
Sub-Saharan Africa (WID),,2014,21.58,35.58,34.45,8.389999
Sub-Saharan Africa (WID),,2015,21.33,35.74,34.5,8.429999
Sub-Saharan Africa (WID),,2016,21.119999,35.75,34.62,8.51
Sub-Saharan Africa (WID),,2017,21.21,35.41,34.7,8.690001
Sub-Saharan Africa (WID),,2018,21.22,35.170002,34.760002,8.85
Sub-Saharan Africa (WID),,2019,20.99,35.08,34.97,8.95
Sub-Saharan Africa (WID),,2020,20.630001,35.08,35.22,9.049999
Sub-Saharan Africa (WID),,2021,21.15,34.87,34.93,9.04
Sub-Saharan Africa (WID),,2022,17.91,35.83,36.97,9.3
Sudan,SDN,2009,11.3,31.21,41.95,15.539999
Sudan,SDN,2014,15.360001,29.679998,39.19,15.77
Sudan,SDN,2022,15.360001,29.679998,39.19,15.77
Suriname,SUR,2022,18.72,33.69,37.8,9.79
Sweden,SWE,1940,11.83,22.6,40.79,24.77
Sweden,SWE,1950,9.610001,20.76,43.32,26.31
Sweden,SWE,1960,8.84,21.61,43.28,26.269999
Sweden,SWE,1970,8.32,21.15,43.88,26.65
Sweden,SWE,1980,6.3600006,17.12,47.03,29.49
Sweden,SWE,1981,6.6600003,16.85,46.75,29.74
Sweden,SWE,1982,7.76,16.82,45.989998,29.429998
Sweden,SWE,1983,8.05,16.869999,45.85,29.24
Sweden,SWE,1984,9.39,17,44.63,28.97
Sweden,SWE,1985,9.2699995,17.27,44.43,29.03
Sweden,SWE,1986,8.95,17.05,44.55,29.449999
Sweden,SWE,1987,8.93,17.61,44.64,28.810001
Sweden,SWE,1988,9.72,17.44,44.43,28.41
Sweden,SWE,1989,8.860001,17.15,44.83,29.16
Sweden,SWE,1990,7.1500006,17.29,45.829998,29.74
Sweden,SWE,1991,6.6699996,18.269999,45.69,29.37
Sweden,SWE,1992,6.41,18.369999,45.57,29.640001
Sweden,SWE,1993,7.28,18.52,45.31,28.9
Sweden,SWE,1994,9.72,18.72,43.65,27.91
Sweden,SWE,1995,10.74,18.73,43.079998,27.45
Sweden,SWE,1996,9.54,18.79,43.71,27.970001
Sweden,SWE,1997,10.47,18.960001,43.489998,27.09
Sweden,SWE,1998,10.49,19.01,43.89,26.609999
Sweden,SWE,1999,10.59,19.140001,43.88,26.4
Sweden,SWE,2000,9.77,17.35,44.29,28.59
Sweden,SWE,2001,8.120001,17.78,44.800003,29.300001
Sweden,SWE,2002,8.71,17.550001,44.940002,28.8
Sweden,SWE,2003,10.21,17.12,44.510002,28.150002
Sweden,SWE,2004,10.55,18.81,44.18,26.480001
Sweden,SWE,2005,11.45,20.85,43.46,24.25
Sweden,SWE,2006,12.549999,20.74,42.78,23.93
Sweden,SWE,2007,11.990001,20.52,43.85,23.64
Sweden,SWE,2008,11.01,20.48,44.72,23.79
Sweden,SWE,2009,9.62,20.61,45.96,23.810001
Sweden,SWE,2010,10.83,20.57,45.789997,22.82
Sweden,SWE,2011,10.28,20.460001,46.07,23.19
Sweden,SWE,2012,9.68,20.02,45.719997,24.58
Sweden,SWE,2013,9.63,20.02,45.82,24.529999
Sweden,SWE,2014,9.72,20.11,46.059998,24.11
Sweden,SWE,2015,10.22,20.45,45.699997,23.630001
Sweden,SWE,2016,8.92,20.07,46.62,24.39
Sweden,SWE,2017,9.7300005,20.21,45.89,24.16
Sweden,SWE,2022,13.28,20.47,44.04,22.210001
Switzerland,CHE,1980,10.59,20.890001,44.33,24.18
Switzerland,CHE,1981,10.58,20.890001,44.34,24.19
Switzerland,CHE,1982,10.88,20.82,44.15,24.15
Switzerland,CHE,1983,11.200001,20.83,43.84,24.130001
Switzerland,CHE,1984,11.16,20.93,43.73,24.17
Switzerland,CHE,1985,11.16,21.09,43.73,24.03
Switzerland,CHE,1986,11.240001,21.06,43.74,23.960001
Switzerland,CHE,1987,11.27,20.960001,43.82,23.94
Switzerland,CHE,1988,10.99,20.83,44.100002,24.08
Switzerland,CHE,1989,10.71,20.730001,44.350002,24.2
Switzerland,CHE,1990,10.809999,20.82,45.02,23.34
Switzerland,CHE,1991,10.25,20.68,44.41,24.65
Switzerland,CHE,1992,9.49,20.36,45.010002,25.150002
Switzerland,CHE,1993,9.54,20.49,44.440002,25.529999
Switzerland,CHE,1994,9.84,20.640001,44.06,25.46
Switzerland,CHE,1995,9.82,20.43,44.48,25.27
Switzerland,CHE,1996,10.8,20.93,42.699997,25.57
Switzerland,CHE,1997,11.2300005,20.83,43.13,24.81
Switzerland,CHE,1998,11.46,21.14,43.059998,24.34
Switzerland,CHE,1999,10.84,21.21,42.719997,25.23
Switzerland,CHE,2000,11.18,21.259998,44.64,22.92
Switzerland,CHE,2001,10.34,21.119999,44.47,24.09
Switzerland,CHE,2002,9.38,21.04,45.98,23.59
Switzerland,CHE,2003,11.07,21.18,44.600002,23.15
Switzerland,CHE,2004,11.46,21.369999,44,23.17
Switzerland,CHE,2005,12.309999,21.619999,43.17,22.91
Switzerland,CHE,2006,12.700001,21.68,43.59,22.03
Switzerland,CHE,2007,11.190001,21.65,44.57,22.58
Switzerland,CHE,2008,10.059999,20.98,45.719997,23.24
Switzerland,CHE,2009,9.94,20.92,45.809998,23.33
Switzerland,CHE,2010,11.5,21.59,44.65,22.26
Switzerland,CHE,2011,11.82,21.47,44.260002,22.45
Switzerland,CHE,2012,10.639999,21.51,45.04,22.81
Switzerland,CHE,2013,10.58,21.76,45,22.67
Switzerland,CHE,2014,10.57,21.48,45.2,22.75
Switzerland,CHE,2015,10.7699995,21.05,45.32,22.849998
Switzerland,CHE,2016,10.629999,21.04,45.62,22.71
Switzerland,CHE,2017,10.31,21.09,45.66,22.939999
Switzerland,CHE,2022,10.91,20.730001,45.28,23.09
Syria,SYR,1996,22.11,31.349998,34.75,11.8
Syria,SYR,2003,21.38,32.84,34.65,11.13
Syria,SYR,2004,20.66,33.59,35.210003,10.53
Syria,SYR,2022,20.66,33.59,35.210003,10.53
Taiwan,TWN,1980,9.96,24.96,46.35,18.73
Taiwan,TWN,1981,9.96,24.96,46.35,18.73
Taiwan,TWN,1982,10.14,25.310001,46.94,17.61
Taiwan,TWN,1983,10.07,25.41,46.81,17.710001
Taiwan,TWN,1984,10,25.41,47.22,17.37
Taiwan,TWN,1985,10.33,26,47.03,16.64
Taiwan,TWN,1986,9.91,25.83,47.27,17
Taiwan,TWN,1987,10.79,25.369999,47,16.83
Taiwan,TWN,1988,10.65,25.279999,46.65,17.42
Taiwan,TWN,1989,11.42,25.119999,46.6,16.869999
Taiwan,TWN,1990,11.4,25.630001,46.54,16.44
Taiwan,TWN,1991,11.97,25.6,46.17,16.26
Taiwan,TWN,1992,11.01,25.7,46.82,16.47
Taiwan,TWN,1993,10.78,25.89,47.5,15.83
Taiwan,TWN,1994,11.9800005,26.07,46.35,15.6
Taiwan,TWN,1995,12.12,26.62,46.05,15.21
Taiwan,TWN,1996,11.7,26.640001,46.99,14.659999
Taiwan,TWN,1997,12.06,26.83,46.71,14.4
Taiwan,TWN,1998,12.8,27.03,46.26,13.91
Taiwan,TWN,1999,13.179999,27.35,45.78,13.7
Taiwan,TWN,2000,14.61,27.2,45.14,13.06
Taiwan,TWN,2001,17.380001,26.62,44.23,11.76
Taiwan,TWN,2002,16.48,27.369999,44.45,11.7
Taiwan,TWN,2003,18.449999,27.34,43.01,11.200001
Taiwan,TWN,2004,18.01,28.080002,42.68,11.2300005
Taiwan,TWN,2005,18.24,28.39,42.879997,10.49
Taiwan,TWN,2006,17.22,28.92,43.61,10.24
Taiwan,TWN,2007,17.59,29.16,43.12,10.13
Taiwan,TWN,2008,16.240002,28.630001,44.46,10.66
Taiwan,TWN,2009,17.19,28.880001,42.94,11
Taiwan,TWN,2010,19.17,29.09,41.48,10.26
Taiwan,TWN,2011,18.25,29.109999,42.15,10.4800005
Taiwan,TWN,2012,18.66,28.310001,41.9,11.12
Taiwan,TWN,2013,18.3,28.78,41.65,11.27
Taiwan,TWN,2014,21.58,27.720001,39.98,10.719999
Taiwan,TWN,2015,18.33,28.99,41.38,11.29
Taiwan,TWN,2016,20.23,28.87,39.98,10.92
Taiwan,TWN,2017,19.33,28.79,40.079998,11.79
Taiwan,TWN,2022,9.96,24.96,46.35,18.73
Tajikistan,TJK,1999,12.06,26.06,43.53,18.34
Tajikistan,TJK,2003,14.040001,27.759998,42.329998,15.870001
Tajikistan,TJK,2004,13.330001,28.82,41.870003,15.99
Tajikistan,TJK,2007,16.92,24.51,41.58,16.99
Tajikistan,TJK,2009,14.679999,26.039999,42.96,16.32
Tajikistan,TJK,2015,13.06,27.66,42.579998,16.699999
Tajikistan,TJK,2022,12.06,26.06,43.53,18.34
Tanzania,TZA,1991,11.55,31.580002,41.100002,15.77
Tanzania,TZA,2000,12.690001,32.73,39.93,14.650001
Tanzania,TZA,2007,16.130001,33.36,37.18,13.330001
Tanzania,TZA,2011,16.41,32.41,37.05,14.129999
Tanzania,TZA,2014,17.28,32.81,36.37,13.54
Tanzania,TZA,2017,18.15,33.219997,35.690002,12.95
Tanzania,TZA,2022,18.15,33.219997,35.690002,12.95
Thailand,THA,1981,22.99,32.98,34.36,9.660001
Thailand,THA,1989,23.890001,32.94,33.48,9.700001
Thailand,THA,1990,23.47,33.59,33.379997,9.56
Thailand,THA,1991,23.85,34.18,32.82,9.15
Thailand,THA,1992,24.17,34.66,32.370003,8.81
Thailand,THA,1993,23.73,33.59,33.21,9.4800005
Thailand,THA,1994,23.36,32.670002,33.93,10.04
Thailand,THA,1995,22.71,32.86,34.22,10.2
Thailand,THA,1996,22.220001,33.01,34.45,10.320001
Thailand,THA,1997,20.79,33.21,35.460003,10.55
Thailand,THA,1998,19.470001,33.39,36.37,10.76
Thailand,THA,1999,21.18,33.51,35.030003,10.28
Thailand,THA,2000,21.66,33.05,35.16,10.12
Thailand,THA,2001,23.19,32.98,35.22,8.6
Thailand,THA,2002,22.18,32.68,34.97,10.16
Thailand,THA,2003,23.67,32.91,33.87,9.55
Thailand,THA,2004,23.14,32.05,34.21,10.599999
Thailand,THA,2005,22.859999,32.010002,34.54,10.58
Thailand,THA,2006,22.59,31.93,34.850002,10.639999
Thailand,THA,2007,22.03,32.14,34.83,11
Thailand,THA,2008,23.1,32.24,33.32,11.34
Thailand,THA,2009,21.69,31.41,35.29,11.61
Thailand,THA,2010,22.66,32.65,33.21,11.469999
Thailand,THA,2011,21.92,31.85,34.41,11.82
Thailand,THA,2012,21.63,32.96,33.76,11.64
Thailand,THA,2013,20.15,31.630001,35.7,12.52
Thailand,THA,2014,20.45,32.47,34.59,12.48
Thailand,THA,2015,19.19,31.099998,36.329998,13.38
Thailand,THA,2016,19.33,31.39,36.199997,13.070001
Thailand,THA,2017,19.41,33.52,36.539997,10.53
Thailand,THA,2018,17.35,33.129997,38.27,11.240001
Thailand,THA,2019,15.549999,32.510002,40.23,11.7
Thailand,THA,2022,18.7,33.05,37.48,10.78
Togo,TGO,2006,14.059999,35.530003,38.07,12.349999
Togo,TGO,2011,15.49,35.95,37.71,10.849999
Togo,TGO,2015,13.85,34.13,39.8,12.219999
Togo,TGO,2022,14.839999,35.190002,37.54,12.42
Tonga,TON,1980,8.85,26.49,43.45,21.21
Tonga,TON,1981,9,26.429998,43.399998,21.17
Tonga,TON,1982,9.139999,26.390001,43.35,21.13
Tonga,TON,1983,9.29,26.33,43.29,21.08
Tonga,TON,1984,9.440001,26.28,43.239998,21.04
Tonga,TON,1985,9.6,26.210001,43.19,21
Tonga,TON,1986,9.76,26.15,43.14,20.95
Tonga,TON,1987,9.92,26.1,43.07,20.900002
Tonga,TON,1988,10.08,26.039999,43.01,20.86
Tonga,TON,1989,10.25,25.98,42.96,20.810001
Tonga,TON,1990,10.42,25.92,42.91,20.76
Tonga,TON,1991,10.7,25.949999,42.6,20.75
Tonga,TON,1992,10.96,25.99,42.3,20.75
Tonga,TON,1993,11.22,26.03,42,20.75
Tonga,TON,1994,11.469999,26.06,41.72,20.74
Tonga,TON,1995,11.72,26.089998,41.45,20.74
Tonga,TON,1996,11.95,26.13,41.2,20.730001
Tonga,TON,1997,12.179999,26.159998,40.93,20.730001
Tonga,TON,1998,12.4,26.19,40.7,20.730001
Tonga,TON,1999,12.610001,26.22,40.44,20.720001
Tonga,TON,2000,12.82,26.249998,40.21,20.720001
Tonga,TON,2001,13.2,26.750002,39.78,20.27
Tonga,TON,2002,13.58,27.22,39.37,19.83
Tonga,TON,2003,13.940001,27.7,38.96,19.400002
Tonga,TON,2004,14.290001,28.169998,38.56,18.98
Tonga,TON,2005,14.64,28.619999,38.18,18.57
Tonga,TON,2006,14.9800005,29.06,37.8,18.17
Tonga,TON,2007,15.309999,29.49,37.42,17.78
Tonga,TON,2008,15.639999,29.9,37.079998,17.39
Tonga,TON,2009,15.950001,30.32,36.7,17.02
